"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20120017782","39942","9060"
"T20120017789","44938","9263"
"T20120017805","35683","8926"
"T20120017815","37583","9783"
"T20120017821","29735","7223"
"T20120017843","254698","101753"
"T20120017882","14250","5691"
"T20120017890","253865","7638"
"T20120017903","35539","6177"
"T20120017936","1015","7062"
"T20120017943","42538","6485"
"T20120017947","52536","100858"
"T20120017947","52536","100859"
"T20120017947","52536","102412"
"T20120017980","38545","9483"
"T20120017987","899","7153"
"T20120018005","40849","5626"
"T20120018038","38055","9260"
"T20120018046","971","7382"
"T20120018059","29836","9639"
"T20120018098","52926","2396"
"T20120018106","46554","9000"
"T20120018120","40679","9188"
"T20120018165","257489","1266"
"T20120018169","63374","5040"
"T20120018194","29821","9448"
"T20120018200","223225","8654"
"T20120018211","40894","5731"
"T20120018213","254925","5913"
"T20120018219","29700","6848"
"T20120018225","51642","4211"
"T20120018252","36693","9555"
"T20120018266","986","7012"
"T20120018273","39558","5448"
"T20120018285","37911","9436"
"T20120018286","254812","5135"
"T20120018324","254788","8756"
"T20120018334","38483","5070"
"T20120018346","128","1020"
"T20120018372","43441","7263"
"T20120018404","71655","1138"
"T20120018419","34518","9259"
"T20120018487","37855","9253"
"T20120018495","38188","9308"
"T20120018503","1248","8830"
"T20120018504","35596","6434"
"T20120018537","41762","6337"
"T20120018592","33759","6044"
"T20120018632","49840","7697"
"T20120018644","254604","6544"
"T20120018670","57530","5920"
"T20120018717","243196","5763"
"T20120018735","254477","5226"
"T20120018853","43403","103320"
"T20120018866","57585","6493"
"T20120018877","49806","7685"
"T20120018883","19446","4246"
"T20120018887","51348","4022"
"T20120018898","52210","1247"
"T20120018917","840","6856"
"T20120018918","35824","103336"
"T20120018939","54453","9737"
"T20120018988","254453","4368"
"T20120018989","49175","1125"
"T20120019023","897","7166"
"T20120019030","51735","4239"
"T20120019103","246851","7153"
"T20120019106","43857","7150"
"T20120019117","254373","103331"
"T20120019124","60883","8520"
"T20120019173","46030","9905"
"T20120019179","221459","8838"
"T20120019187","253106","7228"
"T20120019188","63799","9349"
"T20120019208","41896","5955"
"T20120019251","253973","5349"
"T20120019284","38608","8717"
"T20120019292","986","7012"
"T20120019321","38608","8717"
"T20120019365","256811","9381"
"T20120019374","42414","6487"
"T20120019381","39785","5546"
"T20120019383","40787","9228"
"T20120019393","10592","1000"
"T20120019420","127","9034"
"T20120019442","29494","9272"
"T20120019463","250528","9796"
"T20120019472","246","9676"
"T20120019491","38325","5046"
"T20120019499","57707","1409"
"T20120019502","25256","7069"
"T20120019520","167","8695"
"T20120019521","61657","8794"
"T20120019536","254472","5050"
"T20120019538","62987","9198"
"T20120019541","39353","5515"
"T20120019550","44904","9370"
"T20120019560","254494","100786"
"T20120019563","254499","7074"
"T20120019585","40919","5783"
"T20120019590","40863","5620"
"T20120019597","873","6682"
"T20120019603","278524","100643"
"T20120019612","40894","5731"
"T20120019617","44912","9431"
"T20120019646","46197","6606"
"T20120019651","38643","9622"
"T20120019694","71165","7594"
"T20120019722","35408","9851"
"T20120019729","44464","9233"
"T20120019746","43516","7299"
"T20120019772","37406","7068"
"T20120019774","43872","7253"
"T20120019774","43872","7254"
"T20120019794","43872","7253"
"T20120019794","43872","7254"
"T20120019830","49975","7726"
"T20120019833","883","9196"
"T20120019845","55168","9624"
"T20120019849","53401","2302"
"T20120019868","1013","7133"
"T20120019886","44301","9845"
"T20120019895","48468","5547"
"T20120019901","254336","8651"
"T20120019931","46898","9992"
"T20120019932","29870","9744"
"T20120019937","35611","6673"
"T20120019938","37378","8815"
"T20120019957","29578","5299"
"T20120019967","256171","6573"
"T20120019999","255267","103396"
"T20120020005","50227","7845"
"T20120020006","35470","8938"
"T20120020020","39869","9849"
"T20120020051","24378","7069"
"T20120020074","53022","2432"
"T20120020103","254788","8756"
"T20120020109","54453","9737"
"T20120020112","32692","6354"
"T20120020143","255455","101310"
"T20120020151","68004","5914"
"T20120020178","46060","5925"
"T20120020182","36737","6517"
"T20120020183","38329","5084"
"T20120020184","36737","6517"
"T20120020243","255107","5123"
"T20120020257","42467","6465"
"T20120020279","44465","7789"
"T20120020321","36230","9612"
"T20120020324","43631","6965"
"T20120020343","17614","3100"
"T20120020352","255331","9719"
"T20120020376","32859","6814"
"T20120020381","106","7248"
"T20120020382","29618","5794"
"T20120020388","44945","9401"
"T20120020411","256762","6593"
"T20120020444","44938","9263"
"T20120020468","54988","6869"
"T20120020514","39679","5573"
"T20120020530","39485","8990"
"T20120020535","36221","9522"
"T20120020540","36735","101752"
"T20120020578","255355","3180"
"T20120020580","53316","1225"
"T20120020602","46197","6606"
"T20120020624","42919","6625"
"T20120020643","46084","9742"
"T20120020696","40110","101270"
"T20120020707","41469","6112"
"T20120020708","40","7084"
"T20120020731","255272","3167"
"T20120020761","41855","6196"
"T20120020768","36212","6844"
"T20120020793","504","5504"
"T20120020797","51561","4173"
"T20120020806","221459","8838"
"T20120020825","221418","8723"
"T20120020831","40577","5834"
"T20120020842","40914","5910"
"T20120020848","44347","102058"
"T20120020898","320897","9659"
"T20120020922","42803","9162"
"T20120020937","1248","8830"
"T20120020940","41877","6295"
"T20120020957","36869","8558"
"T20120021012","39785","5546"
"T20120021017","29667","6103"
"T20120021053","42509","6578"
"T20120021077","221459","8838"
"T20120021106","53345","8013"
"T20120021132","1105","7610"
"T20120021137","32871","6841"
"T20120021149","43633","6885"
"T20120021153","244480","1162"
"T20120021160","43716","8747"
"T20120021171","52285","1304"
"T20120021178","278529","6799"
"T20120021179","41783","6189"
"T20120021229","36230","9612"
"T20120021239","43152","6692"
"T20120021254","38434","1016"
"T20120021268","57054","9194"
"T20120021277","43900","7221"
"T20120021328","44317","9995"
"T20120021437","29386","9497"
"T20120021445","233875","6198"
"T20120021458","45086","9466"
"T20120021460","40484","8992"
"T20120021468","39338","5507"
"T20120021483","55721","9137"
"T20120021486","57280","3037"
"T20120021504","832","9186"
"T20120021513","40863","5620"
"T20120021539","35345","6889"
"T20120021582","1246","9385"
"T20120021598","51642","4211"
"T20120021603","43956","7414"
"T20120021613","30031","102503"
"T20120021628","45123","1259"
"T20120021691","222946","9535"
"T20120021692","37367","9900"
"T20120021697","40894","5731"
"T20120021698","35714","9430"
"T20120021729","36739","6925"
"T20120021732","34518","9259"
"T20120021789","54305","2296"
"T20120021813","45906","9971"
"T20120021838","57573","6360"
"T20120021848","251374","7363"
"T20120021849","35642","7427"
"T20120021858","42879","6639"
"T20120021876","70828","6838"
"T20120021901","35521","5748"
"T20120021919","43287","7003"
"T20120021950","35622","6668"
"T20120021966","254993","4006"
"T20120022057","15405","7722"
"T20120022060","46152","7383"
"T20120022067","29700","6848"
"T20120022068","36982","9767"
"T20120022080","277354","7083"
"T20120022085","38702","9681"
"T20120022101","43655","7024"
"T20120022121","255495","3173"
"T20120022126","44195","9035"
"T20120022127","226619","5472"
"T20120022139","40612","5763"
"T20120022157","35627","6975"
"T20120022198","37155","9936"
"T20120022211","36651","6949"
"T20120022218","256035","8709"
"T20120022276","49417","8024"
"T20120022279","51728","4234"
"T20120022311","48329","5325"
"T20120022319","232134","7590"
"T20120022329","41116","9926"
"T20120022344","49211","1301"
"T20120022377","36209","7374"
"T20120022451","795","6354"
"T20120022469","958","7365"
"T20120022505","245170","9531"
"T20120022509","255989","1120"
"T20120022540","63744","5100"
"T20120022562","17632","3146"
"T20120022571","38434","1016"
"T20120022588","37274","8622"
"T20120022619","36869","8558"
"T20120022632","35886","103205"
"T20120022647","43631","6965"
"T20120022656","36160","7278"
"T20120022670","36950","8889"
"T20120022680","65909","9669"
"T20120022721","32859","6814"
"T20120022753","10592","1000"
"T20120022773","36448","6968"
"T20120022806","37693","5701"
"T20120022813","42746","6610"
"T20120022825","38241","8708"
"T20120022842","35371","9680"
"T20120022846","41182","8978"
"T20120022874","44459","7816"
"T20120022888","40894","5731"
"T20120022889","71569","7217"
"T20120022917","40110","101270"
"T20120022936","254186","2301"
"T20120022947","45881","1030"
"T20120023000","42065","9145"
"T20120023013","56000","9652"
"T20120023054","50226","7844"
"T20120023059","43863","7048"
"T20120023069","929","7192"
"T20120023077","49274","2293"
"T20120023090","1246","9385"
"T20120023164","40870","5610"
"T20120023175","58925","3083"
"T20120023182","53513","1286"
"T20120023193","29763","7041"
"T20120023203","692","8741"
"T20120023213","36932","9722"
"T20120023296","42538","6485"
"T20120023297","29954","7891"
"T20120023327","222327","1415"
"T20120023328","73869","8031"
"T20120023339","245214","6034"
"T20120023358","40950","5578"
"T20120023364","45830","7712"
"T20120023409","55889","7746"
"T20120023420","793","1000"
"T20120023475","60086","3272"
"T20120023503","237965","8584"
"T20120023514","42515","6409"
"T20120023587","66605","5591"
"T20120023607","38993","5300"
"T20120023611","40724","5579"
"T20120023635","234416","8901"
"T20120023643","36138","6703"
"T20120023695","233297","9243"
"T20120023696","44209","8624"
"T20120023753","235942","7686"
"T20120023768","255554","8820"
"T20120023775","37962","9268"
"T20120023815","29454","9793"
"T20120023862","56109","8845"
"T20120023872","1323","8838"
"T20120023881","47545","7599"
"T20120023905","40576","5823"
"T20120023913","29851","5870"
"T20120023928","64298","9429"
"T20120024006","29739","7324"
"T20120024027","868","6801"
"T20120024046","36693","9555"
"T20120024054","39624","5458"
"T20120024070","43632","6987"
"T20120024091","243682","6140"
"T20120024094","119","9806"
"T20120024105","38842","102573"
"T20120024165","41542","6309"
"T20120024189","40317","5688"
"T20120024196","35666","10007"
"T20120024222","38473","5064"
"T20120024246","29507","5088"
"T20120024274","43270","6964"
"T20120024292","256125","5225"
"T20120024306","43857","7150"
"T20120024326","64233","5167"
"T20120024370","73093","100828"
"T20120024372","37592","9826"
"T20120024423","1015","7062"
"T20120024445","53216","9722"
"T20120024481","48463","101247"
"T20120024486","1246","9385"
"T20120024488","38420","5203"
"T20120024509","49316","4177"
"T20120024522","119","9806"
"T20120024574","47072","7593"
"T20120024584","66308","5537"
"T20120024608","19446","4246"
"T20120024616","47464","7689"
"T20120024649","48998","1026"
"T20120024651","29618","5794"
"T20120024656","29744","7422"
"T20120024680","899","7153"
"T20120024704","35627","6975"
"T20120024718","878","6870"
"T20120024723","256372","102697"
"T20120024725","38294","5148"
"T20120024744","249","9716"
"T20120024750","41861","5982"
"T20120024751","70828","6838"
"T20120024759","842","6711"
"T20120024764","49120","7792"
"T20120024779","48220","9159"
"T20120024815","15316","4417"
"T20120024832","41350","6347"
"T20120024833","37066","9695"
"T20120024836","39504","5496"
"T20120024877","40841","5812"
"T20120024879","66878","5654"
"T20120024965","40961","5587"
"T20120025041","42802","6644"
"T20120025044","57707","1409"
"T20120025057","38320","101009"
"T20120025063","37763","5653"
"T20120025065","11180","7035"
"T20120025105","36265","7485"
"T20120025106","69723","1073"
"T20120025129","45038","1253"
"T20120025163","410","9282"
"T20120025176","37838","9480"
"T20120025178","32859","6814"
"T20120025211","732","6029"
"T20120025216","43872","7253"
"T20120025216","43872","7254"
"T20120025269","47464","7689"
"T20120025278","50483","4240"
"T20120025301","30032","2352"
"T20120025334","54089","6465"
"T20120025345","41824","5945"
"T20120025346","40809","5897"
"T20120025372","39360","102464"
"T20120025380","229040","6840"
"T20120025384","35596","6434"
"T20120025397","781","101555"
"T20120025407","49879","7707"
"T20120025422","29651","103334"
"T20120025440","1178","7106"
"T20120025445","41819","6225"
"T20120025473","1175","7111"
"T20120025494","55834","1259"
"T20120025508","234393","1276"
"T20120025513","42880","6633"
"T20120025528","29726","6880"
"T20120025542","43631","6965"
"T20120025559","944","7316"
"T20120025569","44465","7789"
"T20120025583","46955","7418"
"T20120025604","49024","5145"
"T20120025609","42912","6618"
"T20120025621","29365","9493"
"T20120025627","29871","9321"
"T20120025642","278568","8652"
"T20120025646","256346","8768"
"T20120025657","42746","6610"
"T20120025668","56250","6813"
"T20120025676","240343","9739"
"T20120025684","229693","9820"
"T20120025688","40888","5727"
"T20120025708","43872","7253"
"T20120025708","43872","7254"
"T20120025710","39605","5466"
"T20120025714","48173","8603"
"T20120025714","48173","8606"
"T20120025740","35596","6434"
"T20120025782","221459","8838"
"T20120025783","44795","2105"
"T20120025800","29920","7844"
"T20120025809","40875","5600"
"T20120025824","1013","7133"
"T20120025825","1015","7062"
"T20120025837","43975","7482"
"T20120025847","1178","7106"
"T20120025855","43980","7457"
"T20120025868","256227","5289"
"T20120025946","39192","5252"
"T20120025953","304375","9119"
"T20120025971","37136","9738"
"T20120026003","277108","1019"
"T20120026008","39844","5417"
"T20120026013","42467","6465"
"T20120026014","721","6337"
"T20120026032","43956","7414"
"T20120026034","38993","5300"
"T20120026088","225238","7841"
"T20120026091","41824","5945"
"T20120026097","53359","2317"
"T20120026136","1323","8838"
"T20120026138","29672","6258"
"T20120026139","36212","6844"
"T20120026148","41965","6078"
"T20120026184","226","6951"
"T20120026187","256136","7432"
"T20120026202","35470","8938"
"T20120026223","329","5399"
"T20120026232","46050","6713"
"T20120026243","256242","9418"
"T20120026246","258246","9141"
"T20120026267","63744","5100"
"T20120026268","40123","9895"
"T20120026276","40961","5587"
"T20120026329","38265","8769"
"T20120026338","42452","6367"
"T20120026342","50223","7838"
"T20120026370","57918","5998"
"T20120026407","36739","6925"
"T20120026423","256274","6408"
"T20120026451","56532","6142"
"T20120026492","37407","5746"
"T20120026506","256440","6700"
"T20120026513","35519","5748"
"T20120026523","37777","8712"
"T20120026558","29816","9426"
"T20120026573","36719","8771"
"T20120026580","35881","100709"
"T20120026605","40108","9883"
"T20120026608","22","9553"
"T20120026623","929","7192"
"T20120026637","39775","5304"
"T20120026638","43053","9226"
"T20120026660","46948","5522"
"T20120026663","48173","8603"
"T20120026663","48173","8606"
